Datum;Dan u tj.;Doručak;Kalorije (kcal);Ručak;Kalorije (kcal).1;Večera;Kalorije (kcal).2;Ukupno;Potrošio;Aktivnost;Kcal Potrošeno;Kg;;;;;
7.ruj;UTO;2x sendvič;700;/;0;2x sendvič sa b.mesom;720;1420;2000;;;;;;;;
8.ruj;SRI;2x sendvič + protein puding;800;B.meso + pire + kava;630;2x sendvič + tuc;1170;2600;2100;;;;;;;;
9.ruj;ČET;pohani kruh + salama;1100;/;0;Pizza + napolitanke + čips;2050;3150;2000;;;;;;;;
10.ruj;PET;1x sendvič + protein puding + čips;1080;/;0;Špageti + keksi;2285;3365;2100;;;;;;;;
11.ruj;SUB;3x mini sendvič;750;2x hamburger;1040;sladoled + 2x sendvič + tuc;1750;3540;2000;;;;;;;;
12.ruj;NED;2x sendvič + tuc;1150;b.meso + paprificirani krumpir;775;2x sendvič + forneti;1080;3005;2000;;;;;;;;
13.ruj;PON;1x sendvič + 3x sendvič tortilje;980;/;0;Mini pizze;1625;2605;2100;;;;;;;;
14.ruj;UTO;1x sendvič ;350;2x sendvič + ostaci;1225;Meatballs and spaghetti + 1x sendvič;1120;2695;2200;;;;;;;;
15.ruj;SRI;1x sendvič + 2x topla sendvič;1060;Meatballs and spaghetti;660;Čips;730;2450;2100;;;;;;;;
16.ruj;ČET;1x sendvič + 2x sendvič;1010;Čips  + b.meso + grašak;1470;2x sendvič;700;3180;2100;;;;;;;;
17.ruj;PET;2x sendvič;700;Zabci + riža;740;1x pecivo s pašt. + kolač + 2x sendvič;1070;2510;2100;;;;;;;;
18.ruj;SUB;2x sendvič;775;PohanI kruh + salama + kolač;900;2x sendvič + kolač;1050;2725;2050;;;;;;;;
19.ruj;NED;Doručak;890;Vink. Jeseni ručak;1520;Večera;900;3310;2250;;;;;;;;
20.ruj;PON;2x sendvič + 2x sendvič;1400;Ostaci + kolač;1200;Čoko.;150;2750;2100;;;;;;;;
21.ruj;UTO;2x sendvič;700;/;0;Tijesto s nekom rajčicom + keks;1060;1760;2100;;;;;;;;
22.ruj;SRI;2x sendvič + keks;1050;2x sendvič;620;B.meso + riža;575;2245;2000;;;;;;;;
23.ruj;ČET;2x sendvič;620;/;0;Faširanci + grašak + napolitanke;1335;1955;2100;;;;;;;;
24.ruj;PET;1x sendvič + 2x šnite kruha;950;B.meso + tijesto + grašak + napolitanke;1060;Čips;720;2730;2100;;;;;;;;
25.ruj;SUB;2x sendvič;700;Pohani kruh + kobasica + vrhnje;620;2x sendvič + pereci;990;2310;2000;;;;;;;;
26.ruj;NED;2x sendvič;640;Mesna štruca + krumpir + puding;1610;Puding + tuc + 2x sendvič;1370;3620;2000;;;;;;;;
27.ruj;PON;1x sendvič + 2x topli sendvič;1010;1x tanjur špageta;660;1x tanjur špageta;660;2330;2150;;;;;;;;
28.ruj;UTO;1x sendvič + 2x sendvič;1010;/;0;Pizza;1350;2360;2100;;;;;;;;
29.ruj;SRI;1x sendvič + 2x sendvič;1050;Grah-Paprikaš;810;2x sendvič;700;2560;2100;;;;;;;;
30.ruj;ČET;1x sendvič + 2x sendvič + tuc;1360;B.meso + riža;575;3x sendvič;930;2865;2100;;;;;;;;
1.lis;PET;2x sendvič + keksi;865;B.meso kornfleks + pire;900;2x sendvič;620;2385;2000;;;;;;;;
2.lis;SUB;2x trokut pizze;550;Paprikaš s graškom;540;Bananice + 2x sendvič + pahuljice;1420;2510;2050;;;;;;;;
3.lis;NED;2x topli sendvič;700;B.meso + pomfrit;830;Domaći krekeri + napolitanke;1160;2690;2000;;;;;;;;
4.lis;PON;2x sendvič + napolitanke;1460;2x topla sendviča + sirić;1180;2x sendvič + čoko;920;3560;2000;;;;;;;;
5.lis;UTO;2x sendvič + pahuljice + sok;1020;1x tanjur šageta;770;2x sendvič + pahuljice;1100;2890;2000;;;;;;;;
6.lis;SRI;2x topli sendvič + kuglice;1040;2x sendvič (b.meso) + pahuljice;960;2x sendvič + kuglice;1030;3030;2000;;;;;;;;
7.lis;ČET;2x snedvič + kuglice;770;Grah + kruh + kviki gric;880;1x sendvič + mini sendviči;1060;2710;2100;;;;;;;;
8.lis;PET;mini sendviči;700;1x tanjur krumpir-tijesta;810;1x tanjur krumpir tijesta + sok;900;2410;2100;;;;;;;;
9.lis;SUB;2x topli sendvič ;820;B.meso + sos + 3x slonovo uho;900;3x slonovo uho + večera;1610;3330;2100;;;;;;;;
10.lis;NED;3x sendvič;990;B.meso + grašak;635;2x sendvič + jogurt + kuglice;1000;2625;2000;;;;;;;;
11.lis;PON;1x + 2x sendvič;930;1x pohani sendvič + pahuljice;1060;2x sendvič;770;2760;2200;;;;;;;;
12.lis;UTO;1x + 2x sendvič;1020;pahuljice + 3x faširanci sendvič;985;2x sendvič + ceda;710;2715;2250;;;;;;;;
13.lis;SRI;1x sendvič;310;mek&čiz + brownie;1200;ceda + 1x sendvič + kolač;780;2290;2100;;;;;;;;
14.lis;ČET;1x sendvič;350;2x topla sendviča + kolač;1050;B.meso + kroketi + 2x sendvič;1640;3040;2100;;;;;;;;
15.lis;PET;1x sendvič;350;2x sendvič;790;6x + 5x piceta;1650;2790;2100;;;;;;;;
16.lis;SUB;kiflice + salama + sir;1100;2x tortille;990;hunjetov rođendan;2500;4590;2500;;;;;;;;
17.lis;NED;/;0;3x tortille ;1485;neki štapići + 2x sendvič;1440;2925;2100;;;;;;;;
18.lis;PON;1x sendvič;790;Komadic bureka;330;3x sendvič + čoko.;1140;2260;2200;;;;;;;;
19.lis;UTO;Mini sendviči;900;Svinjetina + pire;1045;Čips;500;2445;2100;;;;;;;;
20.lis;SRI;2x sendvič;660;3x ćufte + kruh;990;Čips;500;2150;2100;;;;;;;;
21.lis;ČET;2x sendvič;660;3x ćufte + kruh;940;Čoko.;490;2090;2100;;;;;;;;
22.lis;PET;2x sendvič + čoko;940;2x sendvič + b.meso bolonjez;830;2x sendvič;1160;2930;2000;;;;;;;;
23.lis;SUB;2x sendvič + čoko;880;B.meso u kornfleksu + pire;960;B.meso u kornfleksu + kecthup;960;2800;2100;;;;;;;;
24.lis;NED;3x pohana kruha;810;B.meso u kornfleksu + riža + čoko.;1080;2x sendvič + mandarine;1120;3010;2000;;;;;;;;
25.lis;PON;3x šnite kruha;970;3x šnite kruha;810;2x tanjura chilli con carne;1440;3220;2000;;;;;;;;
26.lis;UTO;2x peciva;450;2x peciva + keksi;760;Pljeskavica + kroket + čoko.;1085;2295;2000;;;;;;;;
27.lis;SRI;2x sendvič;640;B.meso + krumpir;900;2x sendvič + pahuljice;1220;2760;2000;;;;;;;;
28.lis;ČET;1x sendvič + kokice;805;Pahuljice + špageti;1020;špageti + čips;1330;3155;2000;;;;;;;;
29.lis;PET;2x sendvič;640;špageti;660;1,5 špageta + bantosi;1350;2650;2000;;;;;;;;
30.lis;SUB;špageti + čolo.;900;2x peciva + pašteta;800;pereci;360;2060;2000;;;;;;;;
31.lis;NED;kiflice + salama;500;kiflice + pašteta + čoko.;1100;kiflice + čajna + sirić;875;2475;2000;;;;;;;;
1.stu;PON;2x sendvič + čoko;940;Gulaš;770;party mix + pohani kruh;1020;2730;2000;;;;;;;;
2.stu;UTO;2x sendvič;640;b.meso + riža;740;2x sendvič;680;2060;2000;;;;;;;;
3.stu;SRI;2x + 1x sendvič;960;faširanci + riža + čoko.;840;2x sendvič + štapići;1100;2900;2000;;;;;;;;
4.stu;ČET;2x +1x sendvič;1140;2x sendvič;740;2x sendvič;850;2730;2000;;;;;;;;
5.stu;PET;2x sendvič;700;Lidl pizza;640;Lidl pizza + štapići;1190;2530;2000;;;;;;;;
6.stu;SUB;2x pizza troukuta ;550;sos i meso;530;štapići + 2x + 2x sendvič;1650;2730;2000;;;;;;;;
7.stu;NED;neke kiflice;900;b.meso + pire;740;kiflice + 2x palačinke + pahuljice;1220;2860;2000;;;;;;;;
8.stu;PON;3x topla sendvič;975;štapići + kokice + sos i meso;1280;štapići + 2x sendvič;960;3215;2000;;;;;;;;
9.stu;UTO;2x lisnata s hrenovkom;550;2x sendvič + štapići + pahuljice;1260;2x sendvič + sok;1220;3030;2000;;;;;;;;
10.stu;SRI;2x sendvič + štapići;1100;Kobasice + pecivo + vrhnje + oreo;1185;2x sendvič;700;2985;2000;;;;;;;;
11.stu;ČET;2x sendvič;1400;2x tanjura krumpir tijesta;1520;2x tanjura krumpir tijesta;1120;4040;2100;;;;;;;;
12.stu;PET;2x sendvič + pahuljice;1240;b.meso + riža;575;2x sendvič;700;2515;2000;;;;;;;;
13.stu;SUB;kiflice + pašteta;1120;Pizza;1350;Čips;630;3100;2000;;;;;;;;
14.stu;NED;2x sendvič + pahuljice;920;batkovi + pire;490;keksi + pašteta + 2x sendvič;1410;2820;2000;;;;;;;;
15.stu;PON;nešto malo + pahuljice;520;Čevapi + lepinja + vrhnje + bananice;1680;3x sendvič;990;3190;2200;;;;;;;;
16.stu;UTO;2x lisnata s hrenovkom + čoko.;1120;/;0;2x tanjura špageta;1320;2440;2150;;;;;;;;
17.stu;SRI;2x sendvič;700;1x sendvič;460;2x hamburger + kola + 2x sendvič;2140;3300;2100;;;;;;;;
18.stu;ČET;2x sendvič;660;Kaneloni + sok;860;kaneloni;1100;2620;2100;;;;;;;;
19.stu;PET;2x sendvič;620;kaneloni;660;pahuljice + sok + kokice + 1x sendvič;1540;2820;2100;;;;;;;;
20.stu;SUB;2x sendvič + pahuljice;920;Grah + kruh ;660;2x sendvič + napolitanke;1100;2680;2150;;;;;;;;
21.stu;NED;3x kifle + pašteta + napolitanke;955;Grah + kruh;550;1x big sendvič + napolitanke;1360;2865;2100;;;;;;;;
22.stu;PON;1x sendvič;350;mini šnitice + napolitanke;840;B.meso + kroketi + svašta;2430;3620;2100;;;;;;;;
23.stu;UTO;3x neka lisnata;750;2x komada pizze + napolitanke;680;B.meso bolonjez + toblerone;1180;2610;2100;;;;;;;;
24.stu;SRI;1x sendvič;310;B.meso bolonjez + čoko.;940;4x brusketa + medenjaci;1000;2250;2100;;;;;;;;
25.stu;ČET;2x mini sendviča + tob;580;kokice;400;B.meso + grašak + 2x sendvič;1760;2740;2100;;;;;;;;
26.stu;PET;1x sendvič + kifa s hrenovkom + tob.;870;Malo kruha + pašt. + kobasica + krumpir;1145;3x sendvič + pahuljice;870;2885;2100;;;;;;;;
27.stu;SUB;3x topla sendviča + smoki;1410;3x pohane palačinke;900;3x pohane palačinke + ceda + napolitanke;1350;3660;2100;;;;;;;;
28.stu;NED;2x pizza trokuta + 1x sendvič;870;B,meso + krumpir + napolitanke;1095;kiflice;825;2790;2100;;;;;;;;
29.stu;PON;2x peciva + pašteta + malo smoki;790;B.meso + pire + napolitanke;750;2x peciva + pašteta;810;2350;2100;;;;;;;;
30.stu;UTO;2x sendvič;640;2x topla sendviča;600;2x bureka;1400;2640;2100;;;;;;;;
1.pro;SRI;2x sendvič + čoko.;960;2x hamburgera;1100;2x sendvič;900;2960;2100;;;;;;;;
2.pro;ČET;2x sendvič;700;2x tanjura granatira;1300;2x sendvič;700;2700;2100;;;;;;;;
3.pro;PET;2x sendvič;700;B.meso + riža;740;Štapići + 2x sendvič;1400;2840;2100;;;;;;;;
4.pro;SUB;kfilice + salama + sir;1020;B.meso + riža + kolač;900;2x sendvič + nutella keksi;1270;3190;2100;;;;;;;;
5.pro;NED;2x sendvič + kolač;1040;Rolada + pire + kolač;1440;2x sendvič + bananice;1140;3620;2100;;;;;;;;
6.pro;PON;1x sendvič + 3x mini lisnato s šunkom;1025;Rolada + krumpir;980;Pizza;945;2950;2100;;;;;;;;
7.pro;UTO;2x sendvič;750;b.meso + grašak + kolač;1230;2x sendvič;700;2680;2100;;;;;;;;
8.pro;SRI;1x sendvič ;350;b.meso u kornfleksu + grašak + kolač;1135;2x sendvič;1600;3085;2100;;;;;;;;
9.pro;ČET;1x sendvič;350;2x tanjura špageta;1210;kolač + bolonjez;1040;2600;2150;;;;;;;;
10.pro;PET;1x sendvič + kiflice + kolač;1470;B. meso u kornfelksu + pire;785;/;0;2255;2150;;;;;;;;
11.pro;SUB;2x sendvič + kolač;1070;B. meso + malo fiša;750;2x sendvič + kolač;920;2740;2100;;;;;;;;
12.pro;NED;2x sendvič;900;Malo mesa i riže;500;2x sendvič + čips;1220;2620;2000;;;;;;;;
13.pro;PON;2x sendvič;680;2x pletenice + b.meso + grašak;1180;2x sendvič + tortice;900;2760;2100;;;;;;;;
14.pro;UTO;2x sendvič + malo kolača;1180;Čufte + pecivo + kolač;1210;/;0;2390;2100;;;;;;;;
15.pro;SRI;2x sendvič;700;Čufte + pecivo + kolač;1210;2x sendvič;660;2570;2100;;;;;;;;
16.pro;ČET;2x sendvič;680;Krumpir tijesto;660;/;0;1340;2100;;;;;;;;
17.pro;PET;2x (2x sendvič + kolač);1740;Krumpir tijesto ;440;5x lisnata s šunkarica;650;2830;2100;;;;;;;;
18.pro;SUB;Perec + par čokoladica;600;2x sendvič + b.meso + grašak;1445;2x sendvič + kolači;1020;3065;2100;;;;;;;;
19.pro;NED;2x sendvič;700;B.meso + grašak + pire;740;2x + 2x sendvič + kolač;1680;3120;2150;;;;;;;;
20.pro;PON;1x sendvič + 2x sendvič + čips;1610;2x sendvič + kolač;880;/;0;2490;2100;;;;;;;;
21.pro;UTO;1x sendvič + 3x topla sendviča + kolač;1355;špageti;660;špageti;660;2675;2100;;;;;;;;
22.pro;SRI;1x sendvič + 2x sendvič + kolač;1160;Burek;700;Čips + 2x sendvič;1160;3020;2100;;;;;;;;
23.pro;ČET;1x sendvič + 2x sendvič + čips;1450;B.meso + riža;515;2x sendvič;680;2645;2100;;;;;;;;
24.pro;PET;2x sendvič + čips;1240;2x pečene tortille;695;5x kiflica ;900;2835;2100;;;;;;;;
25.pro;SUB;3x šnite + sok;1025;B.meso pureće + paprificirani krumpir + kolač;1090;Čips + sok;770;2885;2100;;;;;;;;
26.pro;NED;2x sendvič;680;2x sendvič;720;Pohano pecivo + sok + kolač;1060;2460;2100;;;;;;;;
27.pro;PON;2x trokut pizze + čips;1230;2x tanjura špageta;1100;1x tanjur špageta;860;3190;2150;;;;;;;;
28.pro;UTO;2x topla sendviča + kolač;1440;Špageti;220;Kiflice + čips;1150;2810;2100;;;;;;;;
29.pro;SRI;kiflica;125;B.meso + pire;615;2x sendvič;850;1590;2100;;;;;;;;
30.pro;ČET;2x topla sendviča;800;B.meso + riža + čoko.;795;2x sendvič + sok;1000;2595;2100;;;;;;;;
31.pro;PET;2x sendvič + sok;820;Ćevapi + lepinja + vrhnje;1115;2x sendvič + sok + čoko + večera;2280;4215;2100;;;;;;;;
1.sij;SUB;2x sendvič ;700;2x sendvič;700;2x sendvič + čoko + kokice;1600;3000;2100;;;;;;;;
2.sij;NED;2x sendvič + čoko;910;B.meso + pire;840;2x sendvič + lepinja;940;2690;2100;;;;;;;;
3.sij;PON;2x sendvič;1120;B.meso + ketchup;605;2x sendvič;860;2585;2100;;;;;;;;
4.sij;UTO;2x sendvič;940;Pizza;930;Čips + 2x sendvič;1360;3230;2100;;;;;;;;
5.sij;SRI;2x sendvič;640;B.meso + grašak;835;2x sendvič + pahuljice;1330;2805;2100;;;;;;;;
6.sij;ČET;2x sendvilč + pahuljice;940;B.meso + grašoto;595;2x sendvič + sok;840;2375;2100;;;;;;;;
7.sij;PET;2X sendvič;640;Čips;630;Pizza iz lidla;640;1910;2100;;;;;;;;
8.sij;SUB;2x sendvič;640;Burek;550;2x sendvič + pahuljice;1090;2280;2100;;;;;;;;
9.sij;NED;2x sendvič;700;B.meso + restani krumpir;835;2x peciva + puding;850;2385;2100;;;;;;;;
10.sij;PON;2x sendvič;700;B.meso sendvič;960;2x sendvič;1080;2740;2100;;;;;;;;
11.sij;UTO;2x sendvič;750;Faširanci + grašak;930;Pahuljice + dvopek;920;2600;2100;;;;;;;;
12.sij;SRI;2x sendvič + pahuljice;820;Svinjska šnicla + riža;460;pahuljice + 2x sendvič (s.k.s);1120;2400;2100;;;;;;;;
13.sij;ČET;2x sendvič;620;Pizza;1250;keksi;400;2270;2100;;;;;;;;
14.sij;PET;2x sendvič + keksi;870;3x lisnata s šunkaricom;600;Čips + lisnato + keks;1340;2810;2100;;;;;;;;
15.sij;SUB;2x sendvič + keksi;1000;2x čufte + kruh;1030;2x sendvič + pahuljice;1000;3030;2100;;;;;;;;
16.sij;NED;2x sendvič + pahuljice;950;3x čufte + kruh;1160;2x sendvič + pahuljice;1000;3110;2100;;;;;;;;
17.sij;PON;1x sendvič + kifle + pahuljice;1330;B.meso pureće + pire;540;Kifle + pašteta;750;2620;2100;;;;;;;;
18.sij;UTO;1x sendvič + pohani kruh + pahuljice;1260;B.meso pureće + kroketi;970;2x sendvič;700;2930;2200;;;;;;;;
19.sij;SRI;2x sendvič;700;Slanci i pašteta + ćevapi;1710;sladoled + slanci;540;2950;2200;;;;;;;;
20.sij;ČET;2x sendvič;640;2x hot dog sendvič;660;pahuljice + 2x sendvič;1020;2320;2100;;;;;;;;
21.sij;PET;1x sendvič + 2x komada pite;900;2x hamburger (pulled pork);900;pahuljice + 2x sendvič + štapići;1260;3060;2250;;;;;;;;
22.sij;SUB;Kiflice sendviči;820;B.meso + riža;700;ivo - rođendan;2000;3520;2200;;;;;;;;
23.sij;NED;2x sendvič;700;Musaka;660;Musaka;660;2020;2100;;;;;;;;
24.sij;PON;2x sendvič;640;Musaka;660;3x sendvič + keksi;1170;2470;2200;;;;;;;;
25.sij;UTO;2x sendvič;700;Granatir;990;2x sendvič;700;2390;2100;;;;;;;;
26.sij;SRI;Granatir + 2x sendvič;1140;B.meso i ravioli + čoko.;700;2x sendvič + pahuljice;1000;2840;2100;;;;;;;;
27.sij;ČET;2x sendvič;700;/;0;Kiflice;1760;2460;2100;;;;;;;;
28.sij;PET;2x sendvič;660;B.meso + pecivo;785;pahuljice + 2x sendvič + štapići;1490;2935;2100;;;;;;;;
29.sij;SUB;2x sendvič ;700;B.meso + krumpir;1000;2x sendvič + čoko.;1000;2700;2150;;;;;;;;
30.sij;NED;Hrenovke + ketchup + pecivo;820;B.meso + pire;705;Pahuljice + slanci;1290;2815;2100;;;;;;;;
31.sij;PON;1x sendvič + dvopoek sendviči;1040;Špageti;880;Špageti + pahuljice;960;2880;2100;;;;;;;;
1.vlj;UTO;1x sendvič + 2x sendvič + čoko.;1280;2/3 pizze;415;Kolač + sok + 2x sendvič;1120;2815;2200;;;;;;;;
2.vlj;SRI;1x sendvič + 3x sendvič + čoko;1740;varvio s hrenokvama;750;2x sendvič;620;3110;2100;;;;;;;;
3.vlj;ČET;1x + 2x sendvič + čoko;1280;B.meso + riža;660;2x sendvič + kokice;1120;3060;2100;;;;;;;;
4.vlj;PET;2x sendvič;620;Pahuljice + čobanac;870;Čips + malo čobanca + sendvič;1140;2630;2100;;;;;;;;
5.vlj;SUB;Domaći kruh + pašteta;1050;Smoki + b.meso + pire;1105;Čips + kruh + pašteta;1330;3485;2100;;;;;;;;
6.vlj;NED;Pohani kruh + salama;1200;BBQ meso + pire + čoko.;1250;2x sendvič;660;3110;2100;;;;;;;;
7.vlj;PON;2x sendvič + čoko.riža;750;Pravo meso + kroketi;650;Čoko;520;1920;2200;;;;;;;;
8.vlj;UTO;2x sendvič;640;Špetzle i umak od b.mesa;990;Smoki;560;2190;2200;;;;;;;;
9.vlj;SRI;2x sendvič + pahuljice;890;faširanci + varivo;710;Čips + 2x sendvič;1020;2620;2100;;;;;;;;
10.vlj;ČET;2x sendvič + pahuljice;840;Paprikaš;1100;2x sendvič + pahuljice;840;2780;2100;;;;;;;;
11.vlj;PET;2x sendvič + pahuljice;960;Malo bureka sa sirom + kokice;880;2x sendvič;640;2480;2100;;;;;;;;
12.vlj;SUB;2x peciva + sirić;540;B.meso + sos + kruh;680;2x šnite + sirić + kokice;1050;2270;2200;;;;;;;;
13.vlj;NED;2x sendvič;640;Juha + b.meso + pire;1230;2x sendvič + kuglice;860;2730;2100;;;;;;;;
14.vlj;PON;1x sendvič + kruh sendviči + sok;1730;B,meso + krumpir ;715;2x sendvič + sok;1060;3505;2100;;;;;;;;
15.vlj;UTO;2x sendvič + kokice;1300;B.meso pureće + grašak;615;2x sendvič;850;2765;2100;;;;;;;;
16.vlj;SRI;1x sendvič + ostaci od jučer;885;kokice;480;pureći chili con carne;990;2355;2100;;;;;;;;
17.vlj;ČET;1x sendvič + 2x sendvič;1230;Faširanci + kroketi;860;2x sendvič + čoko kruh;920;3010;2100;;;;;;;;
18.vlj;PET;1x + 2x sendvič ;1390;Mali burek + napolitanke;820;2x sendvič;700;2910;2100;;;;;;;;
19.vlj;SUB;2x kifle + napolitanke;650;Granatir;990;2x sendvič + kokice;1120;2760;2100;;;;;;;;
20.vlj;NED;2x sendvič;840;Rolati;850;rolati + 2x sendvič + kokice;1450;3140;2100;;;;;;;;
21.vlj;PON;2x sendvič + čoko,;840;Rolati;850;2x sendvič + kokice;1100;2790;2100;;;;;;;;
22.vlj;UTO;2x sendvič;840;Špageti;660;Rolati + palačinke;930;2430;2100;;;;;;;;
23.vlj;SRI;2x sendvič + kokice;1120;Pečene palačinke;960;2x sendvič;700;2780;2100;;;;;;;;
24.vlj;ČET;2x sendvič + čoko;1020;B.meso + rizibizi;700;2x sendvič;700;2420;2100;;;;;;;;
25.vlj;PET;2x + 1x sendvič;1100;B.meso + rizibizi;500;Domo - rođendan;1200;2800;2250;;;;;;;;
26.vlj;SUB;4x sendvič;1320;B.meso + krumpir;585;Fritule + 2x sendvič;1030;2935;2100;;;;;;;;
27.vlj;NED;2x sendvič;700;B.meso + pire;655;2x sendvič + puding;1000;2355;2100;;;;;;;;
28.vlj;PON;1x + 2x sendvič;1190;Špageti;660;2x sendvič;700;2550;2100;;;;;;;;
1.ožu;UTO;1x sendvič + špageti;970;B.meso + grašak;870;2x sendvič;680;2520;2200;;;;;;;;
2.ožu;SRI;1x + 2x sendvič;1180;Granatir;660;2x peciva;440;2280;2100;;;;;;;;
3.ožu;ČET;1x sendvič;310;2x sendvič + granatir;1550;2x sendvič;640;2500;2100;;;;;;;;
4.ožu;PET;1x sendvič;310;2x sendvič;950;2x sendvič;830;2090;2200;;;;;;;;
5.ožu;SUB;3x sendvič;990;Burek;750;2x sendvič;640;2380;2100;;;;;;;;
6.ožu;NED;2x snedvič;660;B.meso + pire + pohani sir;1415;Bomboni + kroasane;775;2850;2100;;;;;;;;
7.ožu;PON;2x sendvič + bombin;1110;Pizza brusketi;1200;Jaffa cakes;390;2700;2200;;;;;;;;
8.ožu;UTO;2x sendvič;710;nešto malo ručka;420;2x sendvič;720;1850;2150;;;;;;;;
9.ožu;SRI;2x sendvič + pahuljice;1000;Pohani kruh sitno;800;Pahuljice;300;2100;2100;;;;;;;;
10.ožu;ČET;2x sendvič;700;2x sendvič;860;Pikantna piletina s tjesteninom;660;2220;2100;;;;;;;;
11.ožu;PET;2x sendvič + 2x sendvič;1320;1x natj. Sendvič + grah;1000;2x sendvič;820;3140;2100;;;;;;;;
12.ožu;SUB;2x sendvič;700;Pizza;1350;sladoled;300;2350;2200;;;;;;;;
13.ožu;NED;2x sendvič;990;Sos i meso;600;2x sendvič + pahuljice;900;2490;2100;;;;;;;;
14.ožu;PON;1x sendvič;680;Pizza lidl + slanac;1230;2x slanca;660;2570;2100;;;;;;;;
15.ožu;UTO;1x + 2x sendvič;1180;2x chickenburger;1000;3x slanca;750;2930;2100;;;;;;;;
16.ožu;SRI;1x sendvič + kiflice + sladoled;1580;Ručak;600;2x slanca;600;2780;2250;;;;;;;;
17.ožu;ČET;1x + 4x topla sendviča;1550;Špageti;660;Špageti;660;2870;2100;;;;;;;;
18.ožu;PET;3x sendvič + jaja;1350;Kornfleks + pire;1100;Mini hot dogs;1000;3450;2200;;;;;;;;
19.ožu;SUB;Pohani kruh;800;B.meso + ketchup;550;Čips;700;2050;2100;;;;;;;;
20.ožu;NED;2x slanca;660;3x palačinke s mesom;660;Čips + 2x sendvič + čoko;1590;2910;2100;;;;;;;;
21.ožu;PON;2x sendvič;660;/;0;Burek s grahom;1650;2310;2100;;;;;;;;
22.ožu;UTO;2x sendvič;660;/ ;0;2x hamburger + 2x sendvič;1810;2470;2200;;;;;;;;
23.ožu;SRI;2x sendvič + keksi;1000;Malo nesto;300;3x trokut pizze;1175;2475;2100;;;;;;;;
24.ožu;ČET;2x sendvič + natj. Sendvič;1350;Nešto lisnato;660;2x sendvič;700;2710;2100;;;;;;;;
25.ožu;PET;2x sendvič;700;Nešto lisnato;660;Keksi;225;1585;2100;;;;;;;;
26.ožu;SUB;2x + 2x mala sendvič ;1000;Pizza;1250;Pahuljice;500;2750;2100;;;;;;;;
27.ožu;NED;2x sendvič;640;B.meso + riža + batons;885;Kikiriki;300;1825;2100;;;;;;;;
28.ožu;PON;1x sendvič + topli sendviči;1495;/;0;1x pecivo;350;1845;2100;;;;;;;;
29.ožu;UTO;1x + 2x sendvič + kikiriki;1250;1x tanjur krumpir-tijesta;660;Čufte + kruh;760;2670;2100;;;;;;;;
30.ožu;SRI;1x + 2x sendvič;1050;Čufte + kruh;760;Čufte + kruh + pahuljice;1060;2870;2100;;;;;;;;
31.ožu;ČET;1x sendvič;350;Čufte + kruh;1040;Klipići + pašteta + protein puding;955;2345;2100;;;;;;;;
1.tra;PET;1x kifla;150;Kokice + nešto malo ručka;730;3x sendvič + kokice;1470;2350;2300;;;;;;;;
2.tra;SUB;2x topla sendviča;720;Pohani kruh i salama + domačica;1090;2x sendvič;700;2510;2100;;;;;;;;
3.tra;NED;3x sendvič;990;Lazanje;660;2x sendvič;640;2290;2100;;;;;;;;
4.tra;PON;2x sendvič;660;Lazanje;600;Faširanci + krumpir;1250;2510;2100;;;;;;;;
5.tra;UTO;2x sendvič;660;2x sendvič;660;B.meso u kornfleksu + moto;950;2270;2100;;;;;;;;
6.tra;SRI;2x sendvič;660;Šnite kruha;300;2x tanjura špageta;1320;2280;2100;;;;;;;;
7.tra;ČET;3x sendvič;960;/;0;B.meso + grašak;1100;2060;2100;;;;;;;;
8.tra;PET;2x sendvič;700;fiš;990;2x sendvič;700;2390;2100;;;;;;;;
9.tra;SUB;2x sendvič;700;3 tortilje;1500;2x sendvič + keksi;1000;3200;2100;;;;;;;;
10.tra;NED;2x sendvič;640;Roštilj;1800;2x sendvič;700;3140;2100;;;;;;;;
11.tra;PON;1x sendvič + 2x topla sendvič;1070;1x čevap hamburger;500;1x čevap hamburger;500;2070;2100;;;;;;;;
12.tra;UTO;1x sendvič + 3x šnite;1230;B.meso + riža;500;3x šnite kruha;900;2630;2100;;;;;;;;
13.tra;SRI;1x sendvič + kokice;1030;B.meso + riža;500;2x sendvič + kokice;1100;2630;2100;;;;;;;;
14.tra;ČET;2x sendvič + jogurt;900;1x tanjur granatira;770;2x sendvič;640;2310;2100;;;;;;;;
15.tra;PET;2x topla sendviča;700;1.5x tanjur granatira;880;2x peciva;410;1990;2400;;;;;;;;
16.tra;SUB;2x sendvič;700;B.meso + krotketi;1160;2x sendvič + čokolino;940;2800;2400;;;;;;;;
17.tra;NED;Uskršnji dorućak;700;B.meso + krumpir + sok + kolač;1180;Svašta;1320;3200;2100;;;;;;;;
18.tra;PON;2x sendvič (ostaci) + sok;780;B.meso + krumpir + juha;890;2x sendvič + sok;840;2510;2100;;;;;;;;
19.tra;UTO;Zadar;;Zadar;;Zadar;2860;2860;2850;;;;;;;;
20.tra;SRI;Zadar;;Zadar;;Zadar;3920;3920;2600;;;;;;;;
21.tra;ČET;Zadar;;Zadar;;Zadar;3340;3340;2400;;;;;;;;
22.tra;PET;Zadar;;Zadar;;Zadar;2420;2420;2450;;;;;;;;
23.tra;SUB;Zadar;;Zadar;;Zadar;3680;3680;2100;;;;;;;;
