Datum;Dan u tj.;Doručak;Doručak (kcal);Ručak;Ručak (kcal);Večera;Večera (kcal);Ukupno;Potrošio;Aktivnost;Aktivnost (kcal);Tjelesna masa (kg)
2021-06-11;PET;1x sendvič (č.m.s);350.0;Kajgano + pecivo + sladoled;985.0;2x sendvič (č.s.k) + napolitanke;1160.0;2495;2200;;;
2021-06-12;SUB;2x sendvič (šunkarica, sirić);560.0;Pizza;1050.0;Komad pizze + sendvič (s.s.k.m.l);505.0;2115;2050;;;
2021-06-13;NED;2x sendvič (s.s.k.m.l);660.0;Roštiljke + kroketi + sladoled + kikiriki + sok;1980.0;napolitanke;405.0;3045;2050;;;
2021-06-14;PON;3x topla sendviča + ceda;920.0;2x sendvič (pekara);840.0;B.meso + grašak;515.0;2275;2000;;;
2021-06-15;UTO;2x sendvič (s.s.k.m.l) + kuglice;880.0;2x tanjura špageta;1320.0;1x tanjur špageta + sladoled;960.0;3160;2000;;;
2021-06-16;SRI;1x tanjur špageta;660.0;Kajgano + kokice;1020.0;2x sendvič (č.s.k.m.l) + kuglice;870.0;2550;2000;;;
2021-06-17;ČET;2x sendvič (č.s.k);620.0;Čips + cedevita + b.meso + riža;1050.0;Čips + protein puding;970.0;2640;2000;;;
2021-06-18;PET;Čips + protein puding;990.0;3x topla sendviča + grah + kruh;1685.0;Čips + čoko + kviki gric;1125.0;3800;2000;;;
2021-06-19;SUB;2x sendvič (č.s.k) + protein puding + sok;910.0;3x tortille;1455.0;2x sendvič (p.s.k) + čips + kviki gric;1410.0;3775;2000;;;
2021-06-20;NED;2x sendvič (č.s.k) + sladoled;920.0;B.meso + sos + kruh;600.0;Kviki gric + 2.5x sendvič (p.s.k);1390.0;2910;2000;;;
2021-06-21;PON;3x topla sendviča + sok + sirić;1350.0;B.meso + grašak;660.0;8x šnita kruha + pileći sirić + kikiriki + čoko;1630.0;3640;2000;;;
2021-06-22;UTO;2x sendvič (s.s.k);620.0;B.meso + pomfrit + bob i grašak;970.0;2x sendvič (p.s.K) + kokice;1180.0;2770;2000;;;
2021-06-23;SRI;2x sendvič (s.s.k) + kuglice;830.0;B.meso + ketchup + kruh;905.0;2x sendvič (s.s.k) + domačica;1070.0;2805;2100;;;
2021-06-24;ČET;2x sendvič (s.s.k);660.0;5x mini tortilla;1300.0;2x komada pizze + 2x sendvič;1120.0;3080;2250;;;
2021-06-25;PET;2x peciva (pašteta) + domačica;1050.0;2x tanjura špageta;1320.0;1x tanjur špageta + 2x sendvič;1280.0;3650;2000;;;
2021-06-26;SUB;2x sendvič (č.s.k);580.0;B. meso + riža;350.0;Plata + sok;1100.0;2030;2200;;;
2021-06-27;NED;Plata + sok;750.0;Mini sendviči + sok;920.0;Pohani kruh na komadiće + sladoled + ostaci;1250.0;2920;2200;;;
2021-06-28;PON;3x topla sendviča + sirić + sok;1290.0;Pureće b.meso + kroketi;595.0;Sok + krekeri + sladoled + ostaci;1425.0;3310;2100;;;
2021-06-29;UTO;3x šnite (s.s.k);630.0;Mini peciva (p.s.k);525.0;Čobanac + sladoled;1180.0;2335;2050;;;
2021-06-30;SRI;2x trokut pizze + 2x trokut pizze;1180.0;B.meso + ketchup + pecivo + pereci;900.0;2x sendvič (č.s.k) + pereci;835.0;2915;2000;;;
2021-07-01;ČET;2x sendvič (č.s.k) + pereci;835.0;2x hamburgera;1000.0;2x sendvič (č.s.k) + pereci;870.0;2705;2250;;;
2021-07-02;PET;2x trokut pizze + 1x sendvič (č.s.k);880.0;2x hamburgera + pereci;1315.0;2x sendvič (č.s.k) + pereci + čoko.;1170.0;3365;2100;;;
2021-07-03;SUB;2x domaća sendviča (s.s.k);670.0;B.meso + ketchup;410.0;2x domaća sendviča (s.s.k) + štapići;1070.0;2150;2000;;;
2021-07-04;NED;2x sendvič (s.m.s);700.0;B.meso + krumpir;570.0;2x sendvič (s.m.s) + pereci;915.0;2185;2000;;;
2021-07-05;PON;2x sendvič (s.m.s);700.0;Gulaš s tjesteninom;660.0;2x + 1x sendvič (s.m.s) + kikiriki;1300.0;2660;2000;;;
2021-07-06;UTO;2x sendvič (s.s.k) + kuglice;790.0;B.meso + ketchup + pecivo;650.0;Čips + kiflice;955.0;2395;2000;;;
2021-07-07;SRI;2x sendvič (s.s.k) + ceda;670.0;B.meso + riža;680.0;2x sendvič (s.s.k) + ceda + kuglice;890.0;2240;2000;;;
2021-07-08;ČET;2x peciva (pašteta);500.0;Faširanci + sos + tjestenina;1070.0;2x sendvič (f.s.k) + kuglice + ceda;930.0;2500;2000;;;
2021-07-09;PET;1x sendvič (s.s.k) + 2x domaći kruh + ceda;860.0;Faširanci + sos + tjestenina;800.0;2x domaća sendviča (s.s.k);800.0;2460;2000;;;
2021-07-10;SUB;2x sendvič (s.s.k);620.0;Kobasica + pire;475.0;2x sendvič (s.s.k);620.0;1715;2000;;;
2021-07-11;NED;2x sendvič (s.m.s);700.0;1x tanjur chilli con carne;660.0;1x tanjur chilli + ceda + 2x sendvič (s.m.s);1410.0;2770;2000;;;
2021-07-12;PON;2x sendvič (p.s.k);700.0;Pureće b.meso + tjestenina + ceda;655.0;2x sendvič (s.m.s) + čoko + kikiriki;1390.0;2745;2000;;;
2021-07-13;UTO;2x sendvič (s.m.s) + čoko;1140.0;Pohani kruh na kockice + salama;660.0;2x sendvič (b.m.s.k) + smoki;1470.0;3270;2000;;;
2021-07-14;SRI;2x topla sendviči + smoki;930.0;3x faširanca + grašak;790.0;2x sendvič (f.s.k) + ceda;670.0;2390;2000;;;
2021-07-15;ČET;2x sendvič (č.s.k) + kviki gric;895.0;1x tanjur granatira;660.0;Čips + 2x sendvič (č.m.s);1500.0;3055;2000;;;
2021-07-16;PET;2x sendvič (č.m.s) + granatir;980.0;Preklapa;700.0;Čips + 2x sendvič (č.m.s);1500.0;3180;2000;;;
2021-07-17;SUB;2x topla sendviča;720.0;Tortille iz pečnice + tamna čoko.;1250.0;Kruh + sir + kobasica + torta + čips;1475.0;3445;2000;;;
2021-07-18;NED;2x sendvič (č.m.s);660.0;B.meso + pomfrit + ceda;970.0;Čoko. + smoki + 2x sendvič (č.m.s);1460.0;3090;2000;;;
2021-07-19;PON;2x sendvič (č.m.s) + protein puding;840.0;2x čufte + 2x šnite kruha + tamna čoko.;950.0;2x sendvič (č.m.s) + krekeri;1090.0;2880;2000;;;
2021-07-20;UTO;2x trokut pizze;590.0;2x tortille;950.0;Protein puding + 2x tortille + čoko. + 2x send.;2060.0;3600;2100;;;
2021-07-21;SRI;2x peciva (pašteta);600.0;B.meso + sos + tjestenina;865.0;čoko. + 2x sendvič (b.m.m.s) + ceda;1245.0;2710;2050;;;
2021-07-22;ČET;2x sendvič (s.m.s) + domaći kruh;850.0;Faširanci + grašak;560.0;Faširanci + grašak + kviki gric;1040.0;2450;2000;;;
2021-07-23;PET;Mini kriške (pašteta) + sok;750.0;Faširanci + fiš;570.0;Faširanci + fiš + 2x sendvič + keks;1785.0;3105;2000;;;
2021-07-24;SUB;2x sendvič (s.m.s) + pahuljice;1050.0;Pizza;1350.0;pahuljice;400.0;2800;2000;;;
2021-07-25;NED;2x sendvič (s.m.s) + pahuljice;1050.0;BBQ piletina + pire;905.0;pahuljice + 2x sendvič (s.k.s);1070.0;3025;2000;;;
2021-07-26;PON;2x sendvič (s.s.k) ;620.0;1x tanjur špageta;990.0;čoko. + 1x tanjur špageta;1300.0;2910;2000;;;
2021-07-27;UTO;2x sendvič (s.s.k) ;620.0;B.meso + riža + čoko;995.0;2x sendvič (č.s.k);620.0;2235;2000;;;
2021-07-28;SRI;2x + 2x sendvič (č.s.k);1240.0;B.meso + ketchup + pecivo;815.0;čoko. +  2x sendvič (č.s.k);1060.0;3115;2000;;;
2021-07-29;ČET;2x sendvič (č.s.k);620.0;Svašta;2000.0;2x sendvič (č.s.k);620.0;3240;2150;;;
2021-07-30;PET;2x sendvič (č.s.k) + oreo;840.0;1x tanjur tijesto sa sosom;480.0;1x tanjur tijesto sa sosom + banana + oreo;940.0;2260;2150;;;
2021-07-31;SUB;2x sendvič (s.s.k);620.0;B.meso + mini kroketi;1000.0;sladoled + b.meso + mini kroketi;1275.0;2895;2000;;;
2021-08-01;NED;2x sendvič (s.m.s);700.0;B,meso + pire;880.0;slatko + 2x sendvič (b.m.s.k) + čoko;1140.0;2720;2000;;;
2021-08-02;PON;Papuk;3470.0;;;;;3470;2100;;;
2021-08-03;UTO;Papuk;2345.0;;;;;2345;2250;;;
2021-08-04;SRI;2x sendvič (s.m.s) + krekeri;1130.0;1x tanjur špageta;660.0;2x tanjur špageta;1320.0;3110;2000;;;
2021-08-05;ČET;2x sendvič (s.m.s);700.0;2x hamburgera;1100.0;Rođendan;770.0;2570;2000;;;
2021-08-06;PET;Ostaci;720.0;kobasica + pire + torta;1100.0;2x sendvič;620.0;2440;2000;;;
2021-08-07;SUB;2x sendvič;700.0;1x pecivo pašteta;270.0;2x + 2x tortille;2000.0;2970;2600;;;
2021-08-08;NED;/;0.0;2x tortille + torta;1320.0;2x tortille + torta;1320.0;2640;2200;;;
2021-08-09;PON;2x tortille + sok;1300.0;Grah + tjestenina;480.0;3x sendvič (s.m.s) + cedevita + štapići;1360.0;3140;2200;;;
2021-08-10;UTO;2x topla sendviča + čoko;1060.0;2x trokut pizze + mali burek sa sirom;1050.0;1x trokut pizza + kod dome;1550.0;3660;2100;;;
2021-08-11;SRI;2x sendvič + ceda;750.0;B.meso + riža;650.0;2x + 2x sendvič;1400.0;2800;2000;;;
2021-08-12;ČET;2x sendvič + kokice;1180.0;Čufte + kruh;510.0;Čips + čoko + sendvič + 7 days;1670.0;3360;2000;;;
2021-08-13;PET;2x sendvič;700.0;čufta + kurh + keksi;980.0;Čufte + kruh + smoki;900.0;2580;2000;;;
2021-08-14;SUB;3x šnite kurha + pašteta;435.0;pizza burek;750.0;2x sendvič + smoki + sok;1510.0;2695;2000;;;
2021-08-15;NED;2x sendvič;620.0;b.meso + pire;750.0;2x sendvič + sok + keks;1170.0;2540;2000;;;
2021-08-16;PON;2x sendvič;740.0;Neki fejk bolonjez;660.0;2x sendvič ;620.0;2020;2000;;;
2021-08-17;UTO;2x sendvič¸+ dvopek;1600.0;B.meso + kroketi;1000.0;B.meso + kroketi;1000.0;3600;2100;;;
2021-08-18;SRI;Kifla sa sirom + čajna;630.0;Faširanci + riža + ledeni čaj + banana;1040.0;prstići + sok;720.0;2390;2200;;;
2021-08-19;ČET;2x sendvič + banana ;810.0;3x sendvič;1050.0;protein puding + 2x sendvič +banana;1050.0;2910;2100;;;
2021-08-20;PET;2x sendvič + protein puding;880.0;1x tanjur grah-tjestenina;660.0;1x tanjur grah-tjestenina + kruh + pašteta;960.0;2500;2000;;;
2021-08-21;SUB;2x sendvič;620.0;Sloppy joe pizza;640.0;kviki gric + kiflice;1320.0;2580;2050;;;
2021-08-22;NED;2x sendvič;620.0;B.meso + pire;740.0;tuc + pašteta + 2 sendvič;1330.0;2690;2000;;;
2021-08-23;PON;dvopek sendviči;800.0;1,5x tanjur granatira;900.0;tuc + pašteta + 2x sendvič;1350.0;3050;2250;;;
2021-08-24;UTO;2x sendvič;620.0;granatir;1100.0;Hrenovke sendviči;700.0;2420;2150;;;
2021-08-25;SRI;2x topla sendviča;700.0;Varivo + pecivo;600.0;2x sendvič + sok + kolač;1240.0;2540;2000;;;
2021-08-26;ČET;2x sendvič + sok;740.0;varivo + kolač;620.0;BBQ meso + riža + kolač;1145.0;2505;2000;;;
2021-08-27;PET;2x sendvič + kolač;940.0;BBQ meso + riža;650.0;2x sendvič + čoko;1185.0;2775;2000;;;
2021-08-28;SUB;2x topli sendvič + mini peciva;980.0;Sos + meso + kruh;370.0;Čips + perec + pašteta;1560.0;2910;2000;;;
2021-08-29;NED;2x sendvič;620.0;Napolitanke + ćevapi + pecivo + vrhnje;1380.0;Napolitanke + 2x sendvič;970.0;2970;2000;;;
2021-08-30;PON;2x sendvič;620.0;Napolitanke;560.0;Kajgano pecivo + smoki;1380.0;2560;2000;;;
2021-08-31;UTO;2x sendvič + piškote;890.0;Pohano b.meso u kornfleksu + pire;815.0;2x sendvič;700.0;2405;2000;;;
2021-09-01;SRI;2x sendvič;750.0;vairvo s b.mesom ;380.0;2x sendvič + pereci;1260.0;2390;2000;;;
2021-09-02;ČET;2x topli sendvič ;820.0;čoko. + špageti;1480.0;špageti;660.0;2960;2000;;;
2021-09-03;PET;2x sendvič + linolada;900.0;Pereci + špageti;2000.0;2x sendvič;900.0;3800;2000;;;
2021-09-04;SUB;mini šnite + linolada;1180.0;Sos + meso + kruh + juha;485.0;mini šnite + rođendan;1650.0;3315;2150;;;
2021-09-05;NED;2x sendvič;700.0;2x sendvič;700.0;2x sendvič;700.0;2100;2100;;;
2021-09-06;PON;2x topli sendvič;810.0;2x topli sendvič + b.meso + riža;1135.0;Čips + 2x sendvič;1350.0;3295;2150;;;
2021-09-07;UTO;2x sendvič;700.0;/;0.0;2x sendvič sa b.mesom;720.0;1420;2000;;;
2021-09-08;SRI;2x sendvič + protein puding;800.0;B.meso + pire + kava;630.0;2x sendvič + tuc;1170.0;2600;2100;;;
2021-09-09;ČET;pohani kruh + salama;1100.0;/;0.0;Pizza + napolitanke + čips;2050.0;3150;2000;;;
2021-09-10;PET;1x sendvič + protein puding + čips;1080.0;/;0.0;Špageti + keksi;2285.0;3365;2100;;;
2021-09-11;SUB;3x mini sendvič;750.0;2x hamburger;1040.0;sladoled + 2x sendvič + tuc;1750.0;3540;2000;;;
2021-09-12;NED;2x sendvič + tuc;1150.0;b.meso + paprificirani krumpir;775.0;2x sendvič + forneti;1080.0;3005;2000;;;
2021-09-13;PON;1x sendvič + 3x sendvič tortilje;980.0;/;0.0;Mini pizze;1625.0;2605;2100;;;
2021-09-14;UTO;1x sendvič ;350.0;2x sendvič + ostaci;1225.0;Meatballs and spaghetti + 1x sendvič;1120.0;2695;2200;;;
2021-09-15;SRI;1x sendvič + 2x topla sendvič;1060.0;Meatballs and spaghetti;660.0;Čips;730.0;2450;2100;;;
2021-09-16;ČET;1x sendvič + 2x sendvič;1010.0;Čips  + b.meso + grašak;1470.0;2x sendvič;700.0;3180;2100;;;
2021-09-17;PET;2x sendvič;700.0;Zabci + riža;740.0;1x pecivo s pašt. + kolač + 2x sendvič;1070.0;2510;2100;;;
2021-09-18;SUB;2x sendvič;775.0;PohanI kruh + salama + kolač;900.0;2x sendvič + kolač;1050.0;2725;2050;;;
2021-09-19;NED;Doručak;890.0;Vink. Jeseni ručak;1520.0;Večera;900.0;3310;2250;;;
2021-09-20;PON;2x sendvič + 2x sendvič;1400.0;Ostaci + kolač;1200.0;Čoko.;150.0;2750;2100;;;
2021-09-21;UTO;2x sendvič;700.0;/;0.0;Tijesto s nekom rajčicom + keks;1060.0;1760;2100;;;
2021-09-22;SRI;2x sendvič + keks;1050.0;2x sendvič;620.0;B.meso + riža;575.0;2245;2000;;;
2021-09-23;ČET;2x sendvič;620.0;/;0.0;Faširanci + grašak + napolitanke;1335.0;1955;2100;;;
2021-09-24;PET;1x sendvič + 2x šnite kruha;950.0;B.meso + tijesto + grašak + napolitanke;1060.0;Čips;720.0;2730;2100;;;
2021-09-25;SUB;2x sendvič;700.0;Pohani kruh + kobasica + vrhnje;620.0;2x sendvič + pereci;990.0;2310;2000;;;
2021-09-26;NED;2x sendvič;640.0;Mesna štruca + krumpir + puding;1610.0;Puding + tuc + 2x sendvič;1370.0;3620;2000;;;
2021-09-27;PON;1x sendvič + 2x topli sendvič;1010.0;1x tanjur špageta;660.0;1x tanjur špageta;660.0;2330;2150;;;
2021-09-28;UTO;1x sendvič + 2x sendvič;1010.0;/;0.0;Pizza;1350.0;2360;2100;;;
2021-09-29;SRI;1x sendvič + 2x sendvič;1050.0;Grah-Paprikaš;810.0;2x sendvič;700.0;2560;2100;;;
2021-09-30;ČET;1x sendvič + 2x sendvič + tuc;1360.0;B.meso + riža;575.0;3x sendvič;930.0;2865;2100;;;
2021-10-01;PET;2x sendvič + keksi;865.0;B.meso kornfleks + pire;900.0;2x sendvič;620.0;2385;2000;;;
2021-10-02;SUB;2x trokut pizze;550.0;Paprikaš s graškom;540.0;Bananice + 2x sendvič + pahuljice;1420.0;2510;2050;;;
2021-10-03;NED;2x topli sendvič;700.0;B.meso + pomfrit;830.0;Domaći krekeri + napolitanke;1160.0;2690;2000;;;
2021-10-04;PON;2x sendvič + napolitanke;1460.0;2x topla sendviča + sirić;1180.0;2x sendvič + čoko;920.0;3560;2000;;;
2021-10-05;UTO;2x sendvič + pahuljice + sok;1020.0;1x tanjur šageta;770.0;2x sendvič + pahuljice;1100.0;2890;2000;;;
2021-10-06;SRI;2x topli sendvič + kuglice;1040.0;2x sendvič (b.meso) + pahuljice;960.0;2x sendvič + kuglice;1030.0;3030;2000;;;
2021-10-07;ČET;2x snedvič + kuglice;770.0;Grah + kruh + kviki gric;880.0;1x sendvič + mini sendviči;1060.0;2710;2100;;;
2021-10-08;PET;mini sendviči;700.0;1x tanjur krumpir-tijesta;810.0;1x tanjur krumpir tijesta + sok;900.0;2410;2100;;;
2021-10-09;SUB;2x topli sendvič ;820.0;B.meso + sos + 3x slonovo uho;900.0;3x slonovo uho + večera;1610.0;3330;2100;;;
2021-10-10;NED;3x sendvič;990.0;B.meso + grašak;635.0;2x sendvič + jogurt + kuglice;1000.0;2625;2000;;;
2021-10-11;PON;1x + 2x sendvič;930.0;1x pohani sendvič + pahuljice;1060.0;2x sendvič;770.0;2760;2200;;;
2021-10-12;UTO;1x + 2x sendvič;1020.0;pahuljice + 3x faširanci sendvič;985.0;2x sendvič + ceda;710.0;2715;2250;;;
2021-10-13;SRI;1x sendvič;310.0;mek&čiz + brownie;1200.0;ceda + 1x sendvič + kolač;780.0;2290;2100;;;
2021-10-14;ČET;1x sendvič;350.0;2x topla sendviča + kolač;1050.0;B.meso + kroketi + 2x sendvič;1640.0;3040;2100;;;
2021-10-15;PET;1x sendvič;350.0;2x sendvič;790.0;6x + 5x piceta;1650.0;2790;2100;;;
2021-10-16;SUB;kiflice + salama + sir;1100.0;2x tortille;990.0;hunjetov rođendan;2500.0;4590;2500;;;
2021-10-17;NED;/;0.0;3x tortille ;1485.0;neki štapići + 2x sendvič;1440.0;2925;2100;;;
2021-10-18;PON;1x sendvič;790.0;Komadic bureka;330.0;3x sendvič + čoko.;1140.0;2260;2200;;;
2021-10-19;UTO;Mini sendviči;900.0;Svinjetina + pire;1045.0;Čips;500.0;2445;2100;;;
2021-10-20;SRI;2x sendvič;660.0;3x ćufte + kruh;990.0;Čips;500.0;2150;2100;;;
2021-10-21;ČET;2x sendvič;660.0;3x ćufte + kruh;940.0;Čoko.;490.0;2090;2100;;;
2021-10-22;PET;2x sendvič + čoko;940.0;2x sendvič + b.meso bolonjez;830.0;2x sendvič;1160.0;2930;2000;;;
2021-10-23;SUB;2x sendvič + čoko;880.0;B.meso u kornfleksu + pire;960.0;B.meso u kornfleksu + kecthup;960.0;2800;2100;;;
2021-10-24;NED;3x pohana kruha;810.0;B.meso u kornfleksu + riža + čoko.;1080.0;2x sendvič + mandarine;1120.0;3010;2000;;;
2021-10-25;PON;3x šnite kruha;970.0;3x šnite kruha;810.0;2x tanjura chilli con carne;1440.0;3220;2000;;;
2021-10-26;UTO;2x peciva;450.0;2x peciva + keksi;760.0;Pljeskavica + kroket + čoko.;1085.0;2295;2000;;;
2021-10-27;SRI;2x sendvič;640.0;B.meso + krumpir;900.0;2x sendvič + pahuljice;1220.0;2760;2000;;;
2021-10-28;ČET;1x sendvič + kokice;805.0;Pahuljice + špageti;1020.0;špageti + čips;1330.0;3155;2000;;;
2021-10-29;PET;2x sendvič;640.0;špageti;660.0;1,5 špageta + bantosi;1350.0;2650;2000;;;
2021-10-30;SUB;špageti + čolo.;900.0;2x peciva + pašteta;800.0;pereci;360.0;2060;2000;;;
2021-10-31;NED;kiflice + salama;500.0;kiflice + pašteta + čoko.;1100.0;kiflice + čajna + sirić;875.0;2475;2000;;;
2021-11-01;PON;2x sendvič + čoko;940.0;Gulaš;770.0;party mix + pohani kruh;1020.0;2730;2000;;;
2021-11-02;UTO;2x sendvič;640.0;b.meso + riža;740.0;2x sendvič;680.0;2060;2000;;;
2021-11-03;SRI;2x + 1x sendvič;960.0;faširanci + riža + čoko.;840.0;2x sendvič + štapići;1100.0;2900;2000;;;
2021-11-04;ČET;2x +1x sendvič;1140.0;2x sendvič;740.0;2x sendvič;850.0;2730;2000;;;
2021-11-05;PET;2x sendvič;700.0;Lidl pizza;640.0;Lidl pizza + štapići;1190.0;2530;2000;;;
2021-11-06;SUB;2x pizza troukuta ;550.0;sos i meso;530.0;štapići + 2x + 2x sendvič;1650.0;2730;2000;;;
2021-11-07;NED;neke kiflice;900.0;b.meso + pire;740.0;kiflice + 2x palačinke + pahuljice;1220.0;2860;2000;;;
2021-11-08;PON;3x topla sendvič;975.0;štapići + kokice + sos i meso;1280.0;štapići + 2x sendvič;960.0;3215;2000;;;
2021-11-09;UTO;2x lisnata s hrenovkom;550.0;2x sendvič + štapići + pahuljice;1260.0;2x sendvič + sok;1220.0;3030;2000;;;
2021-11-10;SRI;2x sendvič + štapići;1100.0;Kobasice + pecivo + vrhnje + oreo;1185.0;2x sendvič;700.0;2985;2000;;;
2021-11-11;ČET;2x sendvič;1400.0;2x tanjura krumpir tijesta;1520.0;2x tanjura krumpir tijesta;1120.0;4040;2100;;;
2021-11-12;PET;2x sendvič + pahuljice;1240.0;b.meso + riža;575.0;2x sendvič;700.0;2515;2000;;;
2021-11-13;SUB;kiflice + pašteta;1120.0;Pizza;1350.0;Čips;630.0;3100;2000;;;
2021-11-14;NED;2x sendvič + pahuljice;920.0;batkovi + pire;490.0;keksi + pašteta + 2x sendvič;1410.0;2820;2000;;;
2021-11-15;PON;nešto malo + pahuljice;520.0;Čevapi + lepinja + vrhnje + bananice;1680.0;3x sendvič;990.0;3190;2200;;;
2021-11-16;UTO;2x lisnata s hrenovkom + čoko.;1120.0;/;0.0;2x tanjura špageta;1320.0;2440;2150;;;
2021-11-17;SRI;2x sendvič;700.0;1x sendvič;460.0;2x hamburger + kola + 2x sendvič;2140.0;3300;2100;;;
2021-11-18;ČET;2x sendvič;660.0;Kaneloni + sok;860.0;kaneloni;1100.0;2620;2100;;;
2021-11-19;PET;2x sendvič;620.0;kaneloni;660.0;pahuljice + sok + kokice + 1x sendvič;1540.0;2820;2100;;;
2021-11-20;SUB;2x sendvič + pahuljice;920.0;Grah + kruh ;660.0;2x sendvič + napolitanke;1100.0;2680;2150;;;
2021-11-21;NED;3x kifle + pašteta + napolitanke;955.0;Grah + kruh;550.0;1x big sendvič + napolitanke;1360.0;2865;2100;;;
2021-11-22;PON;1x sendvič;350.0;mini šnitice + napolitanke;840.0;B.meso + kroketi + svašta;2430.0;3620;2100;;;
2021-11-23;UTO;3x neka lisnata;750.0;2x komada pizze + napolitanke;680.0;B.meso bolonjez + toblerone;1180.0;2610;2100;;;
2021-11-24;SRI;1x sendvič;310.0;B.meso bolonjez + čoko.;940.0;4x brusketa + medenjaci;1000.0;2250;2100;;;
2021-11-25;ČET;2x mini sendviča + tob;580.0;kokice;400.0;B.meso + grašak + 2x sendvič;1760.0;2740;2100;;;
2021-11-26;PET;1x sendvič + kifa s hrenovkom + tob.;870.0;Malo kruha + pašt. + kobasica + krumpir;1145.0;3x sendvič + pahuljice;870.0;2885;2100;;;
2021-11-27;SUB;3x topla sendviča + smoki;1410.0;3x pohane palačinke;900.0;3x pohane palačinke + ceda + napolitanke;1350.0;3660;2100;;;
2021-11-28;NED;2x pizza trokuta + 1x sendvič;870.0;B,meso + krumpir + napolitanke;1095.0;kiflice;825.0;2790;2100;;;
2021-11-29;PON;2x peciva + pašteta + malo smoki;790.0;B.meso + pire + napolitanke;750.0;2x peciva + pašteta;810.0;2350;2100;;;
2021-11-30;UTO;2x sendvič;640.0;2x topla sendviča;600.0;2x bureka;1400.0;2640;2100;;;
2021-12-01;SRI;2x sendvič + čoko.;960.0;2x hamburgera;1100.0;2x sendvič;900.0;2960;2100;;;
2021-12-02;ČET;2x sendvič;700.0;2x tanjura granatira;1300.0;2x sendvič;700.0;2700;2100;;;
2021-12-03;PET;2x sendvič;700.0;B.meso + riža;740.0;Štapići + 2x sendvič;1400.0;2840;2100;;;
2021-12-04;SUB;kfilice + salama + sir;1020.0;B.meso + riža + kolač;900.0;2x sendvič + nutella keksi;1270.0;3190;2100;;;
2021-12-05;NED;2x sendvič + kolač;1040.0;Rolada + pire + kolač;1440.0;2x sendvič + bananice;1140.0;3620;2100;;;
2021-12-06;PON;1x sendvič + 3x mini lisnato s šunkom;1025.0;Rolada + krumpir;980.0;Pizza;945.0;2950;2100;;;
2021-12-07;UTO;2x sendvič;750.0;b.meso + grašak + kolač;1230.0;2x sendvič;700.0;2680;2100;;;
2021-12-08;SRI;1x sendvič ;350.0;b.meso u kornfleksu + grašak + kolač;1135.0;2x sendvič;1600.0;3085;2100;;;
2021-12-09;ČET;1x sendvič;350.0;2x tanjura špageta;1210.0;kolač + bolonjez;1040.0;2600;2150;;;
2021-12-10;PET;1x sendvič + kiflice + kolač;1470.0;B. meso u kornfelksu + pire;785.0;/;0.0;2255;2150;;;
2021-12-11;SUB;2x sendvič + kolač;1070.0;B. meso + malo fiša;750.0;2x sendvič + kolač;920.0;2740;2100;;;
2021-12-12;NED;2x sendvič;900.0;Malo mesa i riže;500.0;2x sendvič + čips;1220.0;2620;2000;;;
2021-12-13;PON;2x sendvič;680.0;2x pletenice + b.meso + grašak;1180.0;2x sendvič + tortice;900.0;2760;2100;;;
2021-12-14;UTO;2x sendvič + malo kolača;1180.0;Čufte + pecivo + kolač;1210.0;/;0.0;2390;2100;;;
2021-12-15;SRI;2x sendvič;700.0;Čufte + pecivo + kolač;1210.0;2x sendvič;660.0;2570;2100;;;
2021-12-16;ČET;2x sendvič;680.0;Krumpir tijesto;660.0;/;0.0;1340;2100;;;
2021-12-17;PET;2x (2x sendvič + kolač);1740.0;Krumpir tijesto ;440.0;5x lisnata s šunkarica;650.0;2830;2100;;;
2021-12-18;SUB;Perec + par čokoladica;600.0;2x sendvič + b.meso + grašak;1445.0;2x sendvič + kolači;1020.0;3065;2100;;;
2021-12-19;NED;2x sendvič;700.0;B.meso + grašak + pire;740.0;2x + 2x sendvič + kolač;1680.0;3120;2150;;;
2021-12-20;PON;1x sendvič + 2x sendvič + čips;1610.0;2x sendvič + kolač;880.0;/;0.0;2490;2100;;;
2021-12-21;UTO;1x sendvič + 3x topla sendviča + kolač;1355.0;špageti;660.0;špageti;660.0;2675;2100;;;
2021-12-22;SRI;1x sendvič + 2x sendvič + kolač;1160.0;Burek;700.0;Čips + 2x sendvič;1160.0;3020;2100;;;
2021-12-23;ČET;1x sendvič + 2x sendvič + čips;1450.0;B.meso + riža;515.0;2x sendvič;680.0;2645;2100;;;
2021-12-24;PET;2x sendvič + čips;1240.0;2x pečene tortille;695.0;5x kiflica ;900.0;2835;2100;;;
2021-12-25;SUB;3x šnite + sok;1025.0;B.meso pureće + paprificirani krumpir + kolač;1090.0;Čips + sok;770.0;2885;2100;;;
2021-12-26;NED;2x sendvič;680.0;2x sendvič;720.0;Pohano pecivo + sok + kolač;1060.0;2460;2100;;;
2021-12-27;PON;2x trokut pizze + čips;1230.0;2x tanjura špageta;1100.0;1x tanjur špageta;860.0;3190;2150;;;
2021-12-28;UTO;2x topla sendviča + kolač;1440.0;Špageti;220.0;Kiflice + čips;1150.0;2810;2100;;;
2021-12-29;SRI;kiflica;125.0;B.meso + pire;615.0;2x sendvič;850.0;1590;2100;;;
2021-12-30;ČET;2x topla sendviča;800.0;B.meso + riža + čoko.;795.0;2x sendvič + sok;1000.0;2595;2100;;;
